Asset_Name,Reason_Comments,Total_Count_Reason_Comment,Reason_ActionTaken,Total_Count_ActionTaken,Location
sp27,intl_wtg shut oms,3,intl_wtg shut oms wtg software version checking work,1,bothe
sp27,intl_wtg shut oms,3,shut oms team cls warning rectification work,1,bothe
sp27,intl_wtg shut oms (11:09-14:39),1,intl_wtg shut oms bb1 vtg low warn clearing work(11:09-14:39),1,bothe
sp27,intl_wtg shut oms (11:48-13:18),1,intl_wtg shut oms cls warning clearing work(11:48-13:18),1,bothe
sp27,intl_wtg shut oms (11:56-12:08),1,intl_wtg shut oms m1 controller software updation work(11:56-12:08),1,bothe
sp27,intl_wtg shut oms (12:17-12:35),1,intl_wtg shut oms m1 controller software updation work(12:17-12:35),1,bothe
sp27,intl_wtg shut oms (13:23-14:11),1,intl_wtg shut oms yaw system inspection work (13:23-14:29),1,bothe
sp27,intl_wtg shut oms (14:29-14:35),1,intl_wtg shut oms rep dfig error checking work(14:29-14:35),1,bothe
sp27,intl_wtg shut oms (15:49-16:31),1,intl_wtg shut oms sagar asia lift panel thermography work(15:49-16:31),1,bothe
sp27,mech switchtwistcw endstop (0:00-0:18),1,mech switchtwistcw endstop attend wtg,1,bothe
sp27,mech switchtwistcw endstop (15:06-21:36),1,mech switchtwistcw endstopattend wtg found yaw cw twist sensor activated removed cable twist set twist stop north sensor start wtg (15:06-21:36),1,bothe
sp27,mech switchtwistcw endstop (19:42-0:00),1,mech switchtwistcw endstop,1,bothe
sp27,pitch can3comfail (9:30-12:36),1,pitch can3comfail,1,bothe
sp27,wtg preventive maintenance (9:31-17:07),1,wtg preventive maintenance done(9:31-17:07),1,bothe
sp27,wtg shut oms,2,wtg shut oms wtg inspection software version checking work,2,bothe
sp28,"""extl_shut taken developer sd taken ss relay & equipmant testing (10:12-14:54)",1,FALSE,1,bothe
sp28,cls mainbearinglubricationstop,2,cls mainbearinglubricationstop,1,bothe
sp28,cls mainbearinglubricationstop,2,manually reset,1,bothe
sp28,cls slewring pump stop,2,auto reset,1,bothe
sp28,cls slewring pump stop,2,reset start,1,bothe
sp28,customer request,2,customer request,1,bothe
sp28,customer request,2,power cutting,1,bothe
sp28,customer request (10:00-11:24),1,customer request manual stop sms yard maint work(10:00-11:24),1,bothe
sp28,customer request (13:13-13:37),1,customer request power pack replacement work(13:13-13:37),1,bothe
sp28,customer requestextl_shut taken developer,1,customer request extl_shut taken developer fdr 6,1,bothe
sp28,elec genbrusheswornout,3,elec genbrusheswornout found earth brush warnout replaced new one start wtg,3,bothe
sp28,elec genbrusheswornout(3:57-5:39),1,attended wtg found earth brush damaged replaced new one. (3:57-5:39),1,bothe
sp28,elec safetychainstop,1,elec safetychainstop,1,bothe
sp28,extl_shut taken developer fdr 6,2,FALSE,2,bothe
sp28,extl_shut taken developer fdr6 external line maint work,1,extl_shut taken developer fdr6 external line maint work,1,bothe
sp28,extl_shut taken developer ss maint work(12:33-16:03),1,extl_shut taken developer ss maint work(12:33-16:03),1,bothe
sp28,extl_shut taken developer trafo 2 fdr 5,1,7,1,bothe
sp28,extl_shut taken developer trafo 2 testing work(12:15-16:45),1,extl_shut taken developer trafo 2 testing work(12:15-16:45),1,bothe
sp28,intl wtg shut oms,1,intlwtg shut oms dfig coolant replacement work . preventive maintenance done controller mode 42 min,1,bothe
sp28,intl_line breakdown due e/f,4,check charged,1,bothe
sp28,intl_line breakdown due e/f,4,line charged,2,bothe
sp28,intl_line breakdown due e/f,4,test charged,1,bothe
sp28,intl_line breakdown due e/f (13:16-13:28),1,feeder charged,1,bothe
sp28,intl_line breakdown due e/f (17:59-18:05),1,line charged,1,bothe
sp28,intl_line breakdown due e/f (18:14-18:26),1,feeder charged,1,bothe
sp28,intl_line breakdown due e/f (18:26-18:38),1,feeder charged,1,bothe
sp28,intl_wtg shut oms,1,sd taken warning clearing work,1,bothe
sp28,intl_wtg shut oms (12:33-13:09),1,intl_wtg shut oms yaw system inspection work (13:23-14:29),1,bothe
sp28,mech switchtwistcw endstop (9:43-13:01),1,mech switchtwistcw endstopattend wtg found yaw cw twist sensor activated removed cable twist set twist stop north sensor start wtg (9:43-13:01),1,bothe
sp28,pitch cls piniongrease,4,grease work done & manually reset,1,bothe
sp28,pitch cls piniongrease,4,manually reset,1,bothe
sp28,pitch cls piniongrease,4,reset,2,bothe
sp28,pitch cls piniongrease (0:00-0:06),1,reset,1,bothe
sp28,pitch cls piniongrease (2:41-2:47),1,reset,1,bothe
sp28,pitch cls piniongrease (8:24-8:36),1,reset,1,bothe
sp28,pitch cls slewringgrease,1,reset start,1,bothe
sp28,pitch cls slewringgrease (0:06-0:12),1,reset,1,bothe
sp28,pitch cls slewringgrease (10:59-11:05),1,reset,1,bothe
sp28,pitch cls slewringgrease (15:52-15:58),1,reset,1,bothe
sp28,wtg preventive maintenance (10:13-17:31),1,wtg preventive maintenance done(10:13-17:31),1,bothe
sp28,wtg shut oms,2,cls warning clearing work,2,bothe
sp29,"""extl_shut taken developer sd taken ss relay & equipmant testing (10:12-14:54)",1,FALSE,1,bothe
sp29,cls pitch pinion pump stop,1,cls pitchpinion pump stop,1,bothe
sp29,cls pitchpinion pump stop,1,reset,1,bothe
sp29,cls slewring pump stop,5,cls slewring pump stop,2,bothe
sp29,cls slewring pump stop,5,manually reset,2,bothe
sp29,cls slewring pump stop,5,reset,1,bothe
sp29,customer request,2,customer request power cutting,2,bothe
sp29,customer request extl_shut taken developer,1,extl_shut taken developer vcb inspection work,1,bothe
sp29,customer requestextl_shut taken developer,1,customer request extl_shut taken developer fdr 6,1,bothe
sp29,dfig inverter fault shutdown (8:45-9:03),1,dfig inverter fault shutdown,1,bothe
sp29,elec currentasymmetrylevel2,2,elec currentasymmetrylevel2,2,bothe
sp29,elec genbrusheswornout,8,elec genbrusheswornout,3,bothe
sp29,elec genbrusheswornout,8,found loose connection limit switch connecter tighten start wtg,1,bothe
sp29,elec genbrusheswornout,8,found loose connection limit switch connector tighten wip,1,bothe
sp29,elec genbrusheswornout,8,replaced earth brushes newone,1,bothe
sp29,elec genbrusheswornout,8,wip,2,bothe
sp29,extl_shut taken developer fdr 6,2,FALSE,2,bothe
sp29,extl_shut taken developer ss maint work(12:33-16:03),1,extl_shut taken developer ss maint work(12:33-16:03),1,bothe
sp29,extl_shut taken developer trafo 2 fdr 5,1,7,1,bothe
sp29,extl_shut taken developer trafo 2 testing work(12:15-16:45),1,extl_shut taken developer trafo 2 testing work(12:15-16:45),1,bothe
sp29,ht yard maintenance,1,ht yard maintenance done,1,bothe
sp29,intl_line breakdown due e/f,4,feeder charged,3,bothe
sp29,intl_line breakdown due e/f,4,line charged,1,bothe
sp29,intl_line breakdown due e/f (11:26-11:38),1,feeder charged,1,bothe
sp29,intl_line breakdown due e/f (14:56-15:14),1,line charged,1,bothe
sp29,intl_line breakdown due e/f (15:25-15:37),1,feeder charged,1,bothe
sp29,intl_line breakdown due e/f (17:26-17:38),1,feeder charged,1,bothe
sp29,intl_line breakdown due e/f (3:27-3:39),1,feeder charged,1,bothe
sp29,intl_line breakdown due e/f (3:28-3:40),1,line charged,1,bothe
sp29,intl_line breakdown due e/f (8:20-8:32),1,feeder charged,1,bothe
sp29,intl_line breakdown due e/f (9:31-9:37),1,line charged,1,bothe
sp29,intl_wtg shut oms,1,shut oms team cls warning rectification work,1,bothe
sp29,intl_wtg shut oms (11:08-11:14),1,intl_wtg shut oms battery test work(11:08-11:14),1,bothe
sp29,intl_wtg shut oms (11:27-13:21),1,intl_wtg shut oms cls warning clearing work(11:27-13:21),1,bothe
sp29,intl_wtg shut oms (12:28-12:46),1,intl_wtg shut oms bottom power panel temp high checking work(12:28-12:46),1,bothe
sp29,intl_wtg shut oms (12:53-16:11),1,intl_wtg shut oms bb1 vtg low cls warning clearing work(12:53-16:11),1,bothe
sp29,intl_wtg shut oms (13:01-14:19),1,intl_wtg shut oms rep error checking yaw syatem inspection work(13:01-14:19),1,bothe
sp29,intl_wtg shut oms (14:48-15:18),1,intl_wtg shut oms m1 software updation work(14:48-15:18),1,bothe
sp29,intl_wtg shut oms (15:13-15:19),1,intl_wtg shut oms blade visual inspection work(15:13-15:19),1,bothe
sp29,intl_wtg shut oms (15:46-16:04),1,intl_wtg shut oms panel thermography work(15:46-16:04),1,bothe
sp29,line breakdown due e/f,1,charged & patrolling wip,1,bothe
sp29,pitch cls piniongrease,1,manually reset,1,bothe
sp29,pitch cls slewringgrease,1,greasing done,1,bothe
sp29,pitch emergencyrun (10:29-13:17),1,pitch emergencyrun,1,bothe
sp29,temp yawmotor highstop (12:54-15:18),1,temp yawmotor highstop,1,bothe
sp29,wtg preventive maintenance (10:16-17:04),1,wtg preventive maintenance,1,bothe
sp29,wtg shut oms,10,checking work related power curve,2,bothe
sp29,wtg shut oms,10,dfig v2 panel coolant replacement work,1,bothe
sp29,wtg shut oms,10,wtg shut oms cls warning clearing work,7,bothe
sp30,"""extl_shut taken developer sd taken ss relay & equipmant testing (10:12-14:54)",1,FALSE,1,bothe
sp30,customer requestextl_shut taken developer,1,customer request extl_shut taken developer fdr 6,1,bothe
sp30,elec lvrt ups low,1,elec lvrt ups low found problem ups replaced new one start wtg,1,bothe
sp30,elec powerconsumptionstop (9:37-9:43),1,reset,1,bothe
sp30,extl_shut taken developer fdr 6,2,FALSE,2,bothe
sp30,extl_shut taken developer ss maint work(12:33-16:03),1,extl_shut taken developer ss maint work(12:33-16:03),1,bothe
sp30,extl_shut taken developer trafo 2 fdr 5,1,7,1,bothe
sp30,extl_shut taken developer trafo 2 testing work(12:15-16:45),1,extl_shut taken developer trafo 2 testing work(12:15-16:45),1,bothe
sp30,extl_shut taken developer vcb inspection work,1,extl_shut taken developer vcb inspection work,1,bothe
sp30,ht yard maintenance,1,ht yard maintenance done,1,bothe
sp30,intl wtg shut oms,1,intl wtg shut oms dfig coolant replacement work preventive maintenance done controller mode 36 min,1,bothe
sp30,intl_line breakdown due e/f,4,feeder charged,3,bothe
sp30,intl_line breakdown due e/f,4,line charged,1,bothe
sp30,intl_line breakdown due e/f (11:26-11:38),1,feeder charged,1,bothe
sp30,intl_line breakdown due e/f (14:56-15:14),1,line charged,1,bothe
sp30,intl_line breakdown due e/f (15:25-15:37),1,feeder charged,1,bothe
sp30,intl_line breakdown due e/f (17:26-17:38),1,feeder charged,1,bothe
sp30,intl_line breakdown due e/f (3:27-3:39),1,feeder charged,1,bothe
sp30,intl_line breakdown due e/f (3:28-3:40),1,line charged,1,bothe
sp30,intl_line breakdown due e/f (8:20-8:32),1,feeder charged,1,bothe
sp30,intl_line breakdown due e/f (9:31-9:37),1,line charged,1,bothe
sp30,intl_wtg shut oms,7,intl_wtg shut oms checking rep mech rpm diff stop error,1,bothe
sp30,intl_wtg shut oms,7,intl_wtg shut oms ht ypm nc closing work,1,bothe
sp30,intl_wtg shut oms,7,shut oms team cls warning rectification work.,1,bothe
sp30,intl_wtg shut oms,7,shut taken pitch emergency run checking work,4,bothe
sp30,intl_wtg shut oms (10:28-10:40),1,intl_wtg shut oms bottom panel inspection work(10:28-10:40),1,bothe
sp30,intl_wtg shut oms (11:24-13:48),1,intl_wtg shut oms cls warning clearing work(11:24-13:48),1,bothe
sp30,intl_wtg shut oms (14:01-14:25),1,intl_wtg shut oms m1 software updation work (14:01-14:25),1,bothe
sp30,intl_wtg shut oms (14:06-14:30),1,wtg manual stop yaw system inspection,1,bothe
sp30,intl_wtg shut oms (15:06-16:00),1,intl_wtg shut oms 3s lift inspection andblade visual inspection work(15:06-16:00),1,bothe
sp30,intl_wtg shut oms (16:09-16:21),1,intl_wtg shut oms panel thermography work(16:09-16:21),1,bothe
sp30,line breakdown due e/f,1,charged & patrolling wip,1,bothe
sp30,pitch can3comfail (6:02-8:44),1,pitch can3comfail,1,bothe
sp30,pitch cls slewringgrease,3,greasing done,1,bothe
sp30,pitch cls slewringgrease,3,manually reset,1,bothe
sp30,pitch cls slewringgrease,3,reset start,1,bothe
sp30,pitch cls slewringgrease (1:27-1:39),1,reset,1,bothe
sp30,pitch cls slewringgrease (23:00-23:06),1,reset,1,bothe
sp30,pitch cls slewringgrease (7:28-7:34),1,reset,1,bothe
sp30,pitch emergency,1,found blade 1 stuck 0 deg attend wtg removed blade stuck interchange frequency convertor 1 2 testing purpose,1,bothe
sp30,pitch emergency run,17,found blade 1 stuck 0 deg attend wtg removed blade stuck interchange frequency convertor 1 2 testing purpose,9,bothe
sp30,pitch emergency run,17,found blade 2 stuck 0 deg attend wtg removed blade stuck start wtg,5,bothe
sp30,pitch emergency run,17,pitch emergencyrun,2,bothe
sp30,pitch emergency run,17,trouble shooting work progress,1,bothe
sp30,pitch emergencyrun,10,found blade 1 pitch angle sp difference,4,bothe
sp30,pitch emergencyrun,10,found blade 1 stuck 0 deg attend wtg removed blade stuck interchange frequency convertor 1 2 testing purpose,1,bothe
sp30,pitch emergencyrun,10,trouble shooting work progress,4,bothe
sp30,pitch emergencyrun,10,troubleshooting work progress,1,bothe
sp30,temp yawmotor highstop,2,temp yawmotor highstop,2,bothe
sp30,wtg preventive maintenance (8:59-15:41),1,wtg preventive maintenance done (8:59-15:41),1,bothe
sp30,wtg shut oms,1,wtg shut oms checking rep mech rpm diff stop error,1,bothe
sp31,"""extl_shut taken developer sd taken ss relay & equipmant testing (10:12-14:54)",1,FALSE,1,bothe
sp31,customer requestextl_shut taken developer,1,customer request extl_shut taken developer fdr 6,1,bothe
sp31,extl_shut taken developer fdr 6,2,FALSE,2,bothe
sp31,extl_shut taken developer ss maint work(12:33-16:03),1,extl_shut taken developer ss maint work(12:33-16:03),1,bothe
sp31,extl_shut taken developer trafo 2 fdr 5,1,7,1,bothe
sp31,extl_shut taken developer trafo 2 testing work(12:15-16:45),1,extl_shut taken developer trafo 2 testing work(12:15-16:45),1,bothe
sp31,extl_shut taken developer vcb inspection work,1,extl_shut taken developer vcb inspection work,1,bothe
sp31,ht yard maintenance,1,ht yard maintenance done,1,bothe
sp31,intl_line breakdown due e/f,4,feeder charged,3,bothe
sp31,intl_line breakdown due e/f,4,line charged,1,bothe
sp31,intl_line breakdown due e/f (11:26-11:38),1,feeder charged,1,bothe
sp31,intl_line breakdown due e/f (14:56-15:14),1,line charged,1,bothe
sp31,intl_line breakdown due e/f (15:25-15:37),1,feeder charged,1,bothe
sp31,intl_line breakdown due e/f (17:26-17:38),1,feeder charged,1,bothe
sp31,intl_line breakdown due e/f (3:27-3:39),1,feeder charged,1,bothe
sp31,intl_line breakdown due e/f (3:28-3:40),1,line charged,1,bothe
sp31,intl_line breakdown due e/f (8:20-8:32),1,feeder charged,1,bothe
sp31,intl_line breakdown due e/f (9:31-9:37),1,line charged,1,bothe
sp31,intl_wtg shut oms,4,intl_wtg shut oms cls warning clearing work,4,bothe
sp31,intl_wtg shut oms (12:23-15:41),1,intl_wtg shut oms m1 software updation,1,bothe
sp31,intl_wtg shut oms (13:20-13:44),1,intl_wtg shut oms ht yard grass cutting work(13:20-13:44),1,bothe
sp31,intl_wtg shut oms (14:38-15:08),1,wtg manual stop yaw system inspection,1,bothe
sp31,intl_wtg shut oms (15:46-16:46),1,intl_wtg shut oms sagar asia lift checking panel thermography work(15:46-16:46),1,bothe
sp31,line breakdown due e/f,2,charged & patrolling wip,2,bothe
sp31,mech generator peakspeedstop,1,mech generator peakspeedstop,1,bothe
sp31,mech switchtwistcw endstop (0:00-1:42),1,mech switchtwistcw endstop attend wtg,1,bothe
sp31,mech switchtwistcw endstop (21:18-0:00),1,mech switchtwistcw endstop,1,bothe
sp31,pitch can1comfail (5:23-14:05),1,pitch can1comfail,1,bothe
sp31,pitch emergencyrun,1,emerg s/w activated hub due grease collecting bottol disconnected. rectification done,1,bothe
sp31,pitch emergencyrun (23:42-0:00),1,checking wip.,1,bothe
sp31,rep pitch emergency run,2,attend wtg,1,bothe
sp31,rep pitch emergency run,2,rep pitch emergencyrun,1,bothe
sp31,wtg preventive maintenance (9:23-16:05),1,wtg preventive maintenance done (9:23-16:05),1,bothe
sp31,wtg shut oms intl,1,dfig v2 panel coolant replacement work,1,bothe
sp32,"""extl_shut taken developer sd taken ss relay & equipmant testing (10:12-14:54)",1,FALSE,1,bothe
sp32,cls pitch pinion pump stop,1,manually reset,1,bothe
sp32,cls slewring pump stop,4,auto reset,2,bothe
sp32,cls slewring pump stop,4,manually reset,1,bothe
sp32,cls slewring pump stop,4,reset,1,bothe
sp32,cls slewring pump stop (2:08-2:20),1,reset,1,bothe
sp32,customer request,2,customer request power cutting,2,bothe
sp32,customer requestextl_shut taken developer,1,customer request extl_shut taken developer fdr 6,1,bothe
sp32,dfig inverter fault shutdown (9:37-9:49),1,reset,1,bothe
sp32,elec fb gearoilcooler stop,1,found problem 690v ac mpcb replaced new one start wtg,1,bothe
sp32,extl_shut taken developer fdr 6,2,FALSE,2,bothe
sp32,extl_shut taken developer ss maint work(12:33-16:03),1,extl_shut taken developer ss maint work(12:33-16:03),1,bothe
sp32,extl_shut taken developer trafo 2 fdr 5,1,7,1,bothe
sp32,extl_shut taken developer trafo 2 testing work(12:15-16:45),1,extl_shut taken developer trafo 2 testing work(12:15-16:45),1,bothe
sp32,extl_shut taken developer vcb inspection work,1,extl_shut taken developer vcb inspection work,1,bothe
sp32,ht yard maintenance,1,ht yard maintenance done,1,bothe
sp32,intl wtg shut oms,1,intl wtg shut oms dfig coolant replacement work preventive maintenance done controller mode 41 min,1,bothe
sp32,intl_line breakdown due e/f,4,feeder charged,3,bothe
sp32,intl_line breakdown due e/f,4,line charged,1,bothe
sp32,intl_line breakdown due e/f (11:26-11:38),1,feeder charged,1,bothe
sp32,intl_line breakdown due e/f (14:56-15:14),1,line charged,1,bothe
sp32,intl_line breakdown due e/f (15:25-15:37),1,feeder charged,1,bothe
sp32,intl_line breakdown due e/f (17:26-17:38),1,feeder charged,1,bothe
sp32,intl_line breakdown due e/f (3:27-3:39),1,feeder charged,1,bothe
sp32,intl_line breakdown due e/f (3:28-3:40),1,line charged,1,bothe
sp32,intl_line breakdown due e/f (8:20-8:32),1,feeder charged,1,bothe
sp32,intl_line breakdown due e/f (9:31-9:37),1,line charged,1,bothe
sp32,intl_wtg shut oms (11:58-16:10),1,shut oms cls warning clearing,1,bothe
sp32,intl_wtg shut oms (12:13-13:19),1,intl_wtg shut oms cls warning clearing work(12:13-13:19),1,bothe
sp32,intl_wtg shut oms (12:30-12:42),1,intl_wtg shut oms wtg panel thermography work(12:30-12:42),1,bothe
sp32,intl_wtg shut oms (13:58-14:52),1,intl_wtg shut oms 3s lift inspection andblade visual inspection work(13:58-14:52),1,bothe
sp32,intl_wtg shut oms (14:23-15:17),1,intl_wtg shut oms m1 software updation work (14:23-15:17),1,bothe
sp32,intl_wtg shut oms (14:56-15:32),1,intl_wtg shut oms ht yard grass cutting work(14:56-15:32),1,bothe
sp32,pitch can2comfail,3,attend wtg found problem fc2 replaced new one start wtg,1,bothe
sp32,pitch can2comfail,3,wip,2,bothe
sp32,pitch cls slewringgrease,3,greasing done,1,bothe
sp32,pitch cls slewringgrease,3,manually reset,1,bothe
sp32,pitch cls slewringgrease,3,pitch cls slewringgrease,1,bothe
sp32,wtg preventive maintenance,1,half yearly wtg pm,1,bothe
sp32,wtg preventive maintenance (9:25-16:43),1,wtg preventive maintenance done (9:25-16:43),1,bothe
sp33,"""extl_shut taken developer sd taken ss relay & equipmant testing (10:12-14:54)",1,FALSE,1,bothe
sp33,battery charger 3 disconnected,1,battery charger3 disconnected,1,bothe
sp33,battery charger3 disconnected,1,battery charger3 disconnected,1,bothe
sp33,cls pitchpinion pump stop,1,cls pitchpinion pump stop,1,bothe
sp33,cls slew ring pump stop,2,cls slew ring pump stop,2,bothe
sp33,cls slewring pump stop,1,manually reset,1,bothe
sp33,customer requestextl_shut taken developer,1,customer request extl_shut taken developer fdr 6,1,bothe
sp33,elec lvrt battery change,1,elec lvrt battery change,1,bothe
sp33,elec lvrt batterychange,1,elec lvrt battery change,1,bothe
sp33,extl_shut taken developer fdr 6,2,FALSE,2,bothe
sp33,extl_shut taken developer ss maint work(12:33-16:03),1,extl_shut taken developer ss maint work(12:33-16:03),1,bothe
sp33,extl_shut taken developer trafo 2 fdr 5,1,7,1,bothe
sp33,extl_shut taken developer trafo 2 testing work(12:15-16:45),1,extl_shut taken developer trafo 2 testing work(12:15-16:45),1,bothe
sp33,extl_shut taken developer vcb inspection work,1,extl_shut taken developer vcb inspection work,1,bothe
sp33,ht yard maintenance (12:07-14:49),1,ht yard maintenance done (12:07-14:49),1,bothe
sp33,intl_line breakdown due e/f,4,feeder charged,3,bothe
sp33,intl_line breakdown due e/f,4,line charged,1,bothe
sp33,intl_line breakdown due e/f (11:26-11:38),1,feeder charged,1,bothe
sp33,intl_line breakdown due e/f (14:56-15:14),1,line charged,1,bothe
sp33,intl_line breakdown due e/f (15:25-15:37),1,feeder charged,1,bothe
sp33,intl_line breakdown due e/f (17:26-17:38),1,feeder charged,1,bothe
sp33,intl_line breakdown due e/f (3:27-3:39),1,feeder charged,1,bothe
sp33,intl_line breakdown due e/f (3:28-3:40),1,line charged,1,bothe
sp33,intl_line breakdown due e/f (8:20-8:32),1,feeder charged,1,bothe
sp33,intl_line breakdown due e/f (9:31-9:37),1,line charged,1,bothe
sp33,intl_wtg shut oms,1,intl_wtg shut oms transformer oil sample & bdv testing work(,1,bothe
sp33,intl_wtg shut oms (12:00-13:00),1,intl_wtg shut oms gear box temp high checking work. wtg observation(12:00-13:00),1,bothe
sp33,intl_wtg shut oms (12:39-12:51),1,intl_wtg shut oms m1 controller software updation work(12:39-12:51),1,bothe
sp33,intl_wtg shut oms (13:40-16:04),1,intl_wtg shut oms igbt pitch drive blade 3 temperature high (customer query) checking work(13:40-16:04),1,bothe
sp33,intl_wtg shut oms (14:01-17:01),1,wtg manual stop yaw system inspection,1,bothe
sp33,intl_wtg shut oms (14:07-16:37),1,intl_wtg shut oms cls warning clearing work (14:07-16:37),1,bothe
sp33,intl_wtg shut oms (15:47-16:41),1,intl_wtg shut oms sagar asia lift checking panel thermography work(15:47-16:41),1,bothe
sp33,line breakdown due e/f,1,charged & patrolling wip,1,bothe
sp33,mech switchtwistccw endstop (19:16-23:22),1,mech switchtwistccw endstop attend wtg,1,bothe
sp33,modification,1,modification done,1,bothe
sp33,monthly lubrication,1,monthly lubrication done,1,bothe
sp33,pitch can2comfail,1,found problem fc2 replaced new one start wtg,1,bothe
sp33,pitch cls piniongrease,1,greasing done,1,bothe
sp33,pitch cls piniongrease (3:33-3:39),1,reset,1,bothe
sp33,wtg shut oms,2,cls warning clearing work,2,bothe
sp34,"""extl_shut taken developer sd taken ss relay & equipmant testing (10:12-14:54)",1,FALSE,1,bothe
sp34,customer requestextl_shut taken developer,1,customer request extl_shut taken developer fdr 6,1,bothe
sp34,dfig inverter fault shutdown,4,attend wtg replaced gen speed encoder new one start wtg,1,bothe
sp34,dfig inverter fault shutdown,4,check event,1,bothe
sp34,dfig inverter fault shutdown,4,manually reset,1,bothe
sp34,dfig inverter fault shutdown,4,started checking dr.,1,bothe
sp34,dfig inverter fault shutdown (14:07-14:37),1,dfig inverter fault shutdown,1,bothe
sp34,elec genbrusheswornout,1,replaced earth brushes newone,1,bothe
sp34,elec mfr errstop (14:00-15:36),1,elec mfr errstop,1,bothe
sp34,extl_shut taken developer fdr 6,2,FALSE,2,bothe
sp34,extl_shut taken developer ss maint work(12:33-16:03),1,extl_shut taken developer ss maint work(12:33-16:03),1,bothe
sp34,extl_shut taken developer trafo 2 fdr 5,1,7,1,bothe
sp34,extl_shut taken developer trafo 2 testing work(12:15-16:45),1,extl_shut taken developer trafo 2 testing work(12:15-16:45),1,bothe
sp34,extl_shut taken developer vcb inspection work,1,extl_shut taken developer vcb inspection work,1,bothe
sp34,forcefull stoppage,5,manually reset,1,bothe
sp34,forcefull stoppage,5,suzlon vehicle issue,4,bothe
sp34,ht yard maintenance (15:05-17:17),1,ht yard maintenance done (15:05-17:17),1,bothe
sp34,humiditytopbottompanelhighstop (9:02-9:32),1,humiditytopbottompanelhighstop,1,bothe
sp34,intl wtg shut oms,1,dfig v2 panel coolant replacement work,1,bothe
sp34,intl_line breakdown due e/f,4,feeder charged,3,bothe
sp34,intl_line breakdown due e/f,4,line charged,1,bothe
sp34,intl_line breakdown due e/f (11:26-11:38),1,feeder charged,1,bothe
sp34,intl_line breakdown due e/f (14:56-15:14),1,line charged,1,bothe
sp34,intl_line breakdown due e/f (15:25-15:37),1,feeder charged,1,bothe
sp34,intl_line breakdown due e/f (17:26-17:38),1,feeder charged,1,bothe
sp34,intl_line breakdown due e/f (3:28-3:40),1,line charged,1,bothe
sp34,intl_line breakdown due e/f (8:20-8:32),1,feeder charged,1,bothe
sp34,intl_line breakdown due e/f (9:31-9:37),1,line charged,1,bothe
sp34,intl_wtg shut oms,1,intl_wtg shut oms transformer oil sample & bdv testing work,1,bothe
sp34,intl_wtg shut oms (11:43-13:25),1,intl_wtg shut oms cls warning clearing work(11:43-13:25),1,bothe
sp34,intl_wtg shut oms (11:53-13:35),1,intl_wtg shut oms cls system inspection blade visual inspection work(11:53-13:35),1,bothe
sp34,intl_wtg shut oms (12:56-13:02),1,intl_wtg shut oms m1 software checking work (12:56-13:02),1,bothe
sp34,intl_wtg shut oms (13:38-14:20),1,intl_wtg shut oms rep dfig error checking work(13:38-14:20),1,bothe
sp34,intl_wtg shut oms (14:13-14:31),1,intl_wtg shut oms rep dfig error checking work(14:13-14:31),1,bothe
sp34,intl_wtg shut oms (14:52-16:04),1,intl_wtg shut oms sagar asia lift checking panel thermography work(14:52-16:04),1,bothe
sp34,intl_wtg shut oms (16:17-16:53),1,wtg manual stop yaw system inspection,1,bothe
sp34,modification (11:39-12:51),1,modification tci 427 work complete(11:39-12:51),1,bothe
sp34,pitch can3comfail (14:03-16:57),1,checking found blade struck 5 degree check releated connections found freq. converter faulty replaced converter (14:03-16:57),1,bothe
sp34,pitch cls slewringgrease (14:15-14:21),1,reset,1,bothe
sp34,pitch cls slewringgrease (15:45-15:51),1,reset,1,bothe
sp34,vcb tripped (3:39-5:09),1,vcb tripped,1,bothe
sp34,wtg preventive maintenance (8:35-16:11),1,wtg preventive maintenance done (8:35-16:11),1,bothe
sp35,"""extl_shut taken developer sd taken ss relay & equipmant testing (10:12-14:54)",1,FALSE,1,bothe
sp35,batteryvoltage blade1 lowstop (1:50-17:02),1,batteryvoltage blade1 lowstop,1,bothe
sp35,batteryvoltage blade2 lowstop,2,manually reset,1,bothe
sp35,batteryvoltage blade2 lowstop,2,trouble shooting manually reset,1,bothe
sp35,cls pitchpinion pump stop,2,cls pitchpinion pump stop,1,bothe
sp35,cls pitchpinion pump stop,2,manually reset,1,bothe
sp35,cls slewring pump stop,3,auto reset,1,bothe
sp35,cls slewring pump stop,3,cls slewring pump stop,1,bothe
sp35,cls slewring pump stop,3,manually reset,1,bothe
sp35,customer requestextl_shut taken developer,1,customer request extl_shut taken developer fdr 6,1,bothe
sp35,elec genbrusheswornout,1,found gen earth brush warnout replaced new one start wtg,1,bothe
sp35,elec upsbattchange(0:08-1:08),1,attended wtg replaced ups new one. (0:08-1:08),1,bothe
sp35,extl_shut taken developer fdr 6,1,FALSE,1,bothe
sp35,extl_shut taken developer ss maint work(12:33-16:03),1,extl_shut taken developer ss maint work(12:33-16:03),1,bothe
sp35,extl_shut taken developer trafo 2 fdr 5,1,7,1,bothe
sp35,extl_shut taken developer trafo 2 testing work(12:15-16:45),1,extl_shut taken developer trafo 2 testing work(12:15-16:45),1,bothe
sp35,extl_shut taken developer vcb inspection work,1,extl_shut taken developer vcb inspection work,1,bothe
sp35,ht yard maintenance (10:33-12:21),1,ht yard maintenance done (10:33-12:21),1,bothe
sp35,intl_line breakdown due e/f,4,feeder charged,3,bothe
